# BPmag  e_BPmag  RPmag  e_RPmag  Gmag  e_Gmag  GABS  e_GABS
6.073599999999999888e+00 9.140918351883345208e-04 5.543400000000000105e+00 1.715391664296773543e-03 5.881099999999999994e+00 4.060146439603012675e-04 2.526868553964106923e+00 2.357849356610096370e-02
1.692089999999999961e+01 5.518373570520965568e-03 1.386260000000000048e+01 1.176469313453536647e-03 1.513240000000000052e+01 7.460951189846278192e-04 1.176633155099197658e+01 3.364211052620983723e-03
3.898899999999999810e+00 1.321977352976987617e-02 2.661999999999999922e+00 6.707066963182604230e-03 3.280499999999999972e+00 1.069020519081564360e-03 2.834451254337899684e-02 1.674473890179574431e-02
8.803599999999999426e+00 1.712361606157146096e-03 7.904700000000000060e+00 1.342873398308019450e-03 8.441800000000000637e+00 4.592789370603338715e-04 5.033160401058136557e+00 4.100573248637879101e-03
1.936779999999999902e+01 2.675554460325283226e-02 1.516549999999999976e+01 2.653518097612239147e-03 1.669569999999999865e+01 3.386482018651944259e-03 1.356191559133681501e+01 2.811170067379999485e-02
7.597000000000000419e+00 8.291002947599920630e-04 6.884000000000000341e+00 1.089542503336644918e-03 7.326900000000000190e+00 2.700684536246592015e-04 4.040986573178665608e+00 3.072858407865791414e-03
1.475769999999999982e+01 3.677233624602045670e-03 1.199569999999999936e+01 1.707379975153716645e-03 1.320439999999999969e+01 8.784304207119740786e-04 9.782152672109525327e+00 6.569213540700390673e-03
1.672569999999999979e+01 5.645780250636991612e-03 1.370170000000000066e+01 1.661499380231686073e-03 1.496550000000000047e+01 7.044404650679953698e-04 1.138449286457496612e+01 4.164147198761619130e-03
1.588000000000000078e+01 4.591449232460777241e-03 1.294500000000000028e+01 1.370070791323330789e-03 1.419219999999999970e+01 6.110201302246008387e-04 1.069060795831177302e+01 3.967053934906059585e-03
1.565349999999999930e+01 2.890527660933922549e-03 1.270100000000000051e+01 1.138450246408723773e-03 1.395010000000000083e+01 5.725238740567703414e-04 1.077332392664956195e+01 2.172766485236653396e-03
8.788600000000000634e+00 1.014397428830360760e-03 7.890699999999999825e+00 6.212073532861499313e-04 8.424599999999999866e+00 3.018090642234477370e-04 5.081432758928905002e+00 1.998277728775244271e-03
1.974210000000000065e+01 4.895130748422001771e-02 1.581620000000000026e+01 3.497310355934933005e-03 1.726800000000000068e+01 1.444014417002486986e-03 1.380366095327890186e+01 1.243549107779816712e-02
2.077400000000000091e+01 9.408492201039861391e-02 1.645990000000000109e+01 4.390376061463808523e-03 1.793690000000000140e+01 1.384766471953677042e-03 1.449990219630629973e+01 1.656181769970617446e-02
1.507549999999999990e+01 2.223191432725187509e-03 1.219829999999999970e+01 1.202676207671942972e-03 1.343590000000000018e+01 5.666908498744734329e-04 1.016805609329911597e+01 1.254248993289017872e-02
6.897700000000000387e+00 5.235232001388681741e-04 6.324399999999999800e+00 4.506192310246364091e-04 6.688799999999999635e+00 2.135068541100078971e-04 3.254232377589008074e+00 2.646538107763040607e-03
2.047319999999999851e+01 1.107897959183673370e-01 1.624569999999999936e+01 7.203211039607244730e-03 1.772919999999999874e+01 1.357836945510936541e-03 1.441449863160262268e+01 1.530363368088182886e-02
1.745889999999999986e+01 1.561317227494966701e-02 1.402020000000000088e+01 1.088133894568049653e-02 1.605430000000000135e+01 1.612014312651255301e-03 1.287508428061265420e+01 8.732136952808514097e-03
nan nan nan nan 1.612689999999999912e+01 2.582082808152393397e-03 1.296237446561829287e+01 1.323594943275422341e-02
7.998599999999999710e+00 1.660203675953392938e-03 7.131599999999999717e+00 1.196552750195615947e-03 7.650999999999999801e+00 5.572784339087096623e-04 4.185375868223188078e+00 4.708971899130024938e-03
