# MIST version number  = 1.2     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2733  1.61904E-02     0.06     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =  1474   34
#   1                               2                               3                               4                               5                               6                               7                               8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34
# EEP                isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  979         5.0000000000000286E+009         1.2894047134281734E+000         1.2164766956072948E+000         3.5003168480903013E+000         9.9908507605374189E-002         3.3791175193875955E+000         5.9999999999999998E-002            0.132079            3.017690            2.036943            0.646623           -1.083091           -3.092118           -5.507193           -6.571206           -6.883325           -1.364014            0.858829            0.248166            2.208986            0.881958           -1.554162            0.926134           -2.862727           -1.509916            0.880861            0.919414           -2.891016           -3.076431           -1.494208            0.902390           -2.884801            5.000000
  980         5.0000000000000286E+009         1.2894049476641520E+000         1.2157060734180727E+000         3.4975932512847256E+000         6.6353242834505805E-002         3.4015008538859006E+000         5.9999999999999998E-002            0.132079            3.011203            2.103186            0.726714           -1.043977           -3.074568           -5.568427           -6.637244           -6.951729           -1.336810            0.937041            0.300323            2.261280            0.965263           -1.540113            0.999062           -2.855756           -1.490861            0.953678            0.991179           -2.884497           -3.079403           -1.475572            0.975082           -2.877044            5.000000
  981         5.0000000000000286E+009         1.2894052370153162E+000         1.2145131425039519E+000         3.4948192819779869E+000         3.2563651218935043E-002         3.4237640205542199E+000         5.9999999999999998E-002            0.132079            3.003911            2.174032            0.812075           -1.001433           -3.050991           -5.629390           -6.703120           -7.019711           -1.305229            1.023169            0.356211            2.317754            1.054267           -1.522344            1.076192           -2.844377           -1.467687            1.030689            1.067029           -2.873600           -3.078574           -1.452858            1.051917           -2.864733            5.000000
  982         5.0000000000000286E+009         1.2894056202406219E+000         1.2125283077273799E+000         3.4919466280775908E+000        -1.6894141266910589E-003         3.4458076536246147E+000         5.9999999999999998E-002            0.132079            2.997780            2.251719            0.904641           -0.953855           -3.020455           -5.689795           -6.768652           -7.087254           -1.267984            1.118846            0.417564            2.380588            1.150896           -1.499703            1.159524           -2.827628           -1.439205            1.113894            1.148975           -2.857366           -3.073063           -1.424879            1.134906           -2.846911            5.000000
  983         5.0000000000000286E+009         1.2894064280388520E+000         1.2071566312483926E+000         3.4891678579788650E+000        -3.4582181339315933E-002         3.4656243560160260E+000         5.9999999999999998E-002            0.132080            3.000020            2.332887            0.998916           -0.904292           -2.985398           -5.743963           -6.827591           -7.148483           -1.227707            1.217005            0.480378            2.448529            1.249072           -1.473515            1.244698           -2.806470           -1.407276            1.198932            1.232797           -2.836706           -3.062826           -1.393446            1.219712           -2.824650            5.000000
  984         5.0000000000000286E+009         1.2894065807765103E+000         1.2061390018978351E+000         3.4884506053699686E+000        -4.3159544986190235E-002         3.4709588148772919E+000         5.9999999999999998E-002            0.132080            3.000664            2.353819            1.022947           -0.891854           -2.976524           -5.758389           -6.843285           -7.164840           -1.217604            1.242165            0.496226            2.466125            1.274115           -1.467066            1.266375           -2.801260           -1.399327            1.220571            1.254131           -2.831625           -3.060454           -1.385627            1.241293           -2.819148            5.000000
  985         5.0000000000000286E+009         1.2894065879799523E+000         1.2060968154124501E+000         3.4874331216711369E+000        -5.4845935947599796E-002         3.4785598525826091E+000         5.9999999999999998E-002            0.132080            3.001448            2.383407            1.056773           -0.874349           -2.963945           -5.778884           -6.865599           -7.188109           -1.203354            1.277713            0.518521            2.491000            1.309381           -1.457986            1.296859           -2.793898           -1.388119            1.251001            1.284133           -2.824446           -3.057111           -1.374604            1.271642           -2.811369            5.000000
  986         5.0000000000000286E+009         1.2894065891774535E+000         1.2060882190430078E+000         3.4867295783790357E+000        -6.2744100495058228E-002         3.4836407857598544E+000         5.9999999999999998E-002            0.132080            3.002534            2.404331            1.080461           -0.861846           -2.954776           -5.792612           -6.880574           -7.203754           -1.193069            1.302675            0.534304            2.508699            1.334066           -1.451264            1.318246           -2.788342           -1.379928            1.272350            1.305192           -2.819016           -3.054325           -1.366539            1.292937           -2.805523            5.000000
  987         5.0000000000000286E+009         1.2894065901883254E+000         1.2060792443228951E+000         3.4859754866391444E+000        -7.0720893824496617E-002         3.4885980555910487E+000         5.9999999999999998E-002            0.132080            3.004714            2.427762            1.106740           -0.847377           -2.943801           -5.806109           -6.895398           -7.219281           -1.180934            1.330419            0.552237            2.528681            1.361418           -1.442924            1.342064           -2.781228           -1.370021            1.296127            1.328663           -2.812036           -3.050162           -1.356767            1.316657           -2.798100            5.000000
  988         5.0000000000000286E+009         1.2894065912827646E+000         1.2060660293893268E+000         3.4851673885520897E+000        -7.8804315057272367E-002         3.4934444798201056E+000         5.9999999999999998E-002            0.132080            3.008061            2.453769            1.135616           -0.830918           -2.931004           -5.819367           -6.910105           -7.234732           -1.166929            1.360983            0.572342            2.551023            1.391449           -1.432951            1.368323           -2.772544           -1.358381            1.322340            1.354556           -2.803495           -3.044613           -1.345270            1.342813           -2.789088            5.000000
  989         5.0000000000000286E+009         1.2894065932760419E+000         1.2060161835573735E+000         3.4843926123624920E+000        -8.6387561766355397E-002         3.4979115776166272E+000         5.9999999999999998E-002            0.132080            3.011832            2.479013            1.163348           -0.814865           -2.918407           -5.831582           -6.923735           -7.249084           -1.153194            1.390440            0.591832            2.572816            1.420290           -1.423050            1.393575           -2.763862           -1.346893            1.347550            1.379468           -2.794949           -3.038909           -1.333919            1.367971           -2.780093            5.000000
  990         5.0000000000000286E+009         1.2894065951385172E+000         1.2059723910942588E+000         3.4840178659941756E+000        -8.9490695956288960E-002         3.4995006508082671E+000         5.9999999999999998E-002            0.132080            3.014646            2.492268            1.177804           -0.805881           -2.911044           -5.836067           -6.928905           -7.254570           -1.145298            1.405801            0.602429            2.584383            1.435284           -1.416980            1.406831           -2.758369           -1.340067            1.360786            1.392560           -2.789521           -3.034835           -1.327158            1.381182           -2.774451            5.000000
  991         5.0000000000000286E+009         1.2894065968207342E+000         1.2059385955295752E+000         3.4836462038971052E+000        -9.2539411350699929E-002         3.5010508429906326E+000         5.9999999999999998E-002            0.132080            3.017532            2.505424            1.192078           -0.796968           -2.903727           -5.840440           -6.933962           -7.259944           -1.137454            1.421000            0.612928            2.595884            1.450093           -1.410937            1.419926           -2.752896           -1.333279            1.373861            1.405495           -2.784111           -3.030760           -1.320433            1.394233           -2.768831            5.000000
  992         5.0000000000000286E+009         1.2894065986548993E+000         1.2058989055165461E+000         3.4832154889336255E+000        -9.5677123766150271E-002         3.5024515300820038E+000         5.9999999999999998E-002            0.132080            3.021563            2.521348            1.209274           -0.785832           -2.894403           -5.844520           -6.938834           -7.265161           -1.127531            1.439325            0.625860            2.609887            1.467910           -1.403077            1.435761           -2.745686           -1.324565            1.389672            1.421146           -2.776973           -3.025151           -1.311793            1.410018           -2.761453            5.000000
  993         5.0000000000000286E+009         1.2894066009993188E+000         1.2058320726230525E+000         3.4827286490565053E+000        -9.8934267707180959E-002         3.5037371627028508E+000         5.9999999999999998E-002            0.132080            3.026682            2.539827            1.229110           -0.772683           -2.883271           -5.848384           -6.943596           -7.270297           -1.115728            1.460497            0.640997            2.626208            1.488450           -1.393579            1.454070           -2.736915           -1.314114            1.407956            1.439253           -2.768285           -3.018167           -1.301423            1.428274           -2.752495            5.000000
  994         5.0000000000000286E+009         1.2894066072636923E+000         1.2055334288449044E+000         3.4823845101839210E+000        -1.0033755075147374E-001         3.5036551013430861E+000         5.9999999999999998E-002            0.132081            3.031984            2.554722            1.245047           -0.761240           -2.873182           -5.848670           -6.944502           -7.271410           -1.105187            1.477464            0.653782            2.639530            1.504888           -1.384628            1.468920           -2.728463           -1.304505            1.422788            1.453958           -2.759889           -3.010947           -1.291871            1.443086           -2.743913            5.000000
  995         5.0000000000000286E+009         1.2894066123579602E+000         1.2053040671978681E+000         3.4842794540860287E+000        -7.8862074325630332E-002         3.4896757932241189E+000         5.9999999999999998E-002            0.132081            3.026461            2.499531            1.185892           -0.792578           -2.896052           -5.811564           -6.903776           -7.228622           -1.130866            1.413805            0.614197            2.592083            1.443024           -1.401051            1.415526           -2.741932           -1.324763            1.369501            1.401324           -2.773031           -3.017236           -1.311803            1.389897           -2.758134            5.000000
  996         5.0000000000000286E+009         1.2894066158045070E+000         1.2051914890677640E+000         3.4861160786912482E+000        -5.7648095515420092E-002         3.4757672896270804E+000         5.9999999999999998E-002            0.132081            3.023215            2.446381            1.127162           -0.822987           -2.918065           -5.774379           -6.863258           -7.186204           -1.155645            1.351282            0.575461            2.546852            1.381686           -1.416667            1.362608           -2.754616           -1.344171            1.316684            1.349207           -2.785391           -3.022800           -1.330886            1.337202           -2.771565            5.000000
  997         5.0000000000000286E+009         1.2894066188718021E+000         1.2051164562421481E+000         3.4879257799377092E+000        -3.6881032832333030E-002         3.4622116963471172E+000         5.9999999999999998E-002            0.132082            3.021347            2.394070            1.067966           -0.853581           -2.940148           -5.737804           -6.823564           -7.144773           -1.180575            1.288744            0.536468            2.502698            1.319923           -1.432479            1.309287           -2.767449           -1.363744            1.263459            1.296722           -2.797902           -3.028544           -1.350135            1.284115           -2.785138            5.000000
  998         5.0000000000000286E+009         1.2894066215469615E+000         1.2050637183604167E+000         3.4896305511649128E+000        -1.6581211905407716E-002         3.4487117556603843E+000         5.9999999999999998E-002            0.132082            3.022138            2.346992            1.013625           -0.880623           -2.958814           -5.701434           -6.784262           -7.103892           -1.202130            1.231608            0.501382            2.463472            1.263173           -1.445407            1.260521           -2.777456           -1.380213            1.214780            1.248767           -2.807602           -3.031848           -1.366298            1.235574           -2.795835            5.000000
  999         5.0000000000000286E+009         1.2894066240818762E+000         1.2050258584862104E+000         3.4913107768967442E+000         3.6940456910787294E-003         3.4351436343497874E+000         5.9999999999999998E-002            0.132081            3.024960            2.302184            0.961058           -0.906428           -2.975929           -5.664699           -6.744648           -7.062915           -1.222375            1.176497            0.467605            2.426643            1.208218           -1.457150            1.213454           -2.786167           -1.395420            1.167793            1.202512           -2.816013           -3.033970           -1.381206            1.188726           -2.805212            5.000000
 1000         5.0000000000000286E+009         1.2894066264759374E+000         1.2049984812558696E+000         3.4929273841252302E+000         2.4080512135990863E-002         3.4212136626228276E+000         5.9999999999999998E-002            0.132081            3.031398            2.261676            0.912714           -0.929483           -2.989939           -5.626998           -6.704043           -7.021138           -1.239836            1.125861            0.436823            2.394296            1.157525           -1.466360            1.170373           -2.792214           -1.407955            1.124785            1.160207           -2.821768           -3.033652           -1.393455            1.145841           -2.811881            5.000000
 1001         5.0000000000000286E+009         1.2894066289256512E+000         1.2049770262005721E+000         3.4945308933575681E+000         4.4456214204593322E-002         3.4072442386727442E+000         5.9999999999999998E-002            0.132081            3.038114            2.222486            0.865539           -0.951666           -3.002466           -5.589122           -6.663335           -6.979241           -1.256201            1.077049            0.406945            2.363241            1.108096           -1.474615            1.128255           -2.797140           -1.419447            1.082738            1.118849           -2.826408           -3.032342           -1.404669            1.103909           -2.817396            5.000000
 1002         5.0000000000000286E+009         1.2894066323301820E+000         1.2049562510373200E+000         3.4958577583492314E+000         6.1905432163476659E-002         3.3950950403551396E+000         5.9999999999999998E-002            0.132082            3.044549            2.191847            0.828353           -0.968302           -3.010507           -5.556267           -6.628159           -6.943015           -1.267784            1.039054            0.383924            2.339284            1.069112           -1.479562            1.095075           -2.799163           -1.427013            1.049615            1.086280           -2.828199           -3.029281           -1.412012            1.070873           -2.819883            5.000000
 1003         5.0000000000000286E+009         1.2894066351340276E+000         1.2049382809234301E+000         3.4969861281643930E+000         7.7812741898032764E-002         3.3836947823271708E+000         5.9999999999999998E-002            0.132082            3.051654            2.168485            0.799683           -0.979614           -3.014011           -5.525659           -6.595587           -6.909454           -1.274600            1.010128            0.367161            2.321480            1.038970           -1.480798            1.069635           -2.797776           -1.430429            1.024222            1.061341           -2.826617           -3.023633           -1.415243            1.045547           -2.818869            5.000000
 1004         5.0000000000000286E+009         1.2894066385075322E+000         1.2049181252057546E+000         3.4968055813883083E+000         7.6670214152743582E-002         3.3841079800694023E+000         5.9999999999999998E-002            0.132082            3.052960            2.175215            0.807592           -0.974416           -3.010048           -5.527073           -6.597317           -6.911264           -1.270106            1.018064            0.373197            2.327178            1.047109           -1.477184            1.076989           -2.794580           -1.426474            1.031568            1.068605           -2.823453           -3.021109           -1.411317            1.052879           -2.815615            5.000000
 1005         5.0000000000000286E+009         1.2894066419849601E+000         1.2048903077877353E+000         3.4960583479338476E+000         6.8408005463973978E-002         3.3893714974594182E+000         5.9999999999999998E-002            0.132082            3.052191            2.195535            0.831955           -0.961443           -3.002169           -5.541698           -6.613242           -6.927712           -1.260066            1.042620            0.389720            2.343593            1.072443           -1.470821            1.099137           -2.789937           -1.418674            1.053684            1.090405           -2.818937           -3.019274           -1.403641            1.074946           -2.810725            5.000000
 1006         5.0000000000000286E+009         1.2894066479016191E+000         1.2048251135875578E+000         3.4953852450538276E+000         6.1122116983481474E-002         3.3939423953161243E+000         5.9999999999999998E-002            0.132082            3.051727            2.214323            0.854420           -0.949281           -2.994421           -5.554444           -6.627158           -6.942077           -1.250475            1.065413            0.405077            2.358847            1.095801           -1.464562            1.119552           -2.785179           -1.411107            1.074071            1.110503           -2.814296           -3.017067           -1.396185            1.095286           -2.805738            5.000000
 1007         5.0000000000000286E+009         1.2894066587748669E+000         1.2046454744976629E+000         3.4949054000136481E+000         5.3590616517584122E-002         3.3994921755219685E+000         5.9999999999999998E-002            0.132083            3.047460            2.222948            0.865120           -0.946058           -2.994334           -5.569179           -6.642730           -6.958098           -1.249097            1.076404            0.410639            2.365183            1.107155           -1.465591            1.128846           -2.787271           -1.411184            1.083344            1.119584           -2.816472           -3.021002           -1.396343            1.104530           -2.807662            5.000000
 1008         5.0000000000000286E+009         1.2894066657449481E+000         1.2045741028604078E+000         3.4938886312800785E+000         3.8736022138148113E-002         3.4102548772256971E+000         5.9999999999999998E-002            0.132083            3.039982            2.243567            0.890386           -0.936673           -2.991333           -5.597921           -6.673256           -6.989501           -1.243517            1.102505            0.424952            2.380832            1.133830           -1.465140            1.151021           -2.789001           -1.408695            1.105476            1.141295           -2.818382           -3.026670           -1.394028            1.126595           -2.809026            5.000000
 1009         5.0000000000000286E+009         1.2894066719232884E+000         1.2045217701703561E+000         3.4928456019602527E+000         2.3845001351630868E-002         3.4209554799899555E+000         5.9999999999999998E-002            0.132082            3.032851            2.265778            0.917395           -0.926030           -2.986926           -5.626527           -6.703713           -7.020822           -1.236652            1.130655            0.440643            2.397913            1.162321           -1.463581            1.174767           -2.789592           -1.405014            1.129175            1.164556           -2.819160           -3.031343           -1.390528            1.150222           -2.809228            5.000000
 1010         5.0000000000000286E+009         1.2894066789520251E+000         1.2044711603032223E+000         3.4917724491295030E+000         8.8967280140420709E-003         3.4315932425264442E+000         5.9999999999999998E-002            0.132084            3.026191            2.289759            0.946296           -0.914008           -2.981018           -5.654994           -6.734111           -7.052080           -1.228400            1.161010            0.457842            2.416592            1.192781           -1.460822            1.200226           -2.788961           -1.400043            1.154586            1.189510           -2.818724           -3.034948           -1.385747            1.175556           -2.808185            5.000000
 1011         5.0000000000000286E+009         1.2894066949447689E+000         1.2043506164547959E+000         3.4915736856661423E+000         4.5704673908128039E-003         3.4350808497421439E+000         5.9999999999999998E-002            0.132083            3.022401            2.291149            0.948251           -0.915297           -2.983481           -5.664001           -6.743490           -7.061709           -1.230418            1.163233            0.457561            2.417137            1.195031           -1.463888            1.201581           -2.792430           -1.402686            1.155932            1.190781           -2.822229           -3.039223           -1.388425            1.176891           -2.811575            5.000000
 1012         5.0000000000000286E+009         1.2894067112047096E+000         1.2042757324712769E+000         3.4925397913195839E+000         1.3825462393284919E-002         3.4296634617211605E+000         5.9999999999999998E-002            0.132084            3.021270            2.260866            0.912638           -0.935965           -2.998877           -5.648647           -6.726409           -7.044098           -1.247819            1.126191            0.432361            2.391998            1.158019           -1.476392            1.169209           -2.803075           -1.417163            1.123605            1.158893           -2.832701           -3.046088           -1.402732            1.144644           -2.822591            5.000000
 1013         5.0000000000000286E+009         1.2894067242034903E+000         1.2042262182565660E+000         3.4934846616103563E+000         2.3052488009867048E-002         3.4241981673204949E+000         5.9999999999999998E-002            0.132083            3.020493            2.231741            0.878218           -0.955752           -3.013261           -5.633182           -6.709266           -7.026423           -1.264310            1.090598            0.408117            2.367931            1.122253           -1.488104            1.137908           -2.812900           -1.430791            1.092346            1.128062           -2.842358           -3.052232           -1.416193            1.113461           -2.832771            5.000000
 1014         5.0000000000000286E+009         1.2894067378897398E+000         1.2041857406755783E+000         3.4944057467454113E+000         3.2240961074564367E-002         3.4186795088786535E+000         5.9999999999999998E-002            0.132083            3.020053            2.203898            0.845169           -0.974540           -3.026525           -5.617606           -6.692060           -7.008677           -1.279779            1.056641            0.384964            2.345028            1.087921           -1.498933            1.107842           -2.821817           -1.443468            1.062320            1.098450           -2.851112           -3.057581           -1.428711            1.083508           -2.842025            5.000000
 1015         5.0000000000000286E+009         1.2894067547546417E+000         1.2041454469665156E+000         3.4952820558312419E+000         4.1347111300139835E-002         3.4130641024642148E+000         5.9999999999999998E-002            0.132083            3.020208            2.178319            0.814667           -0.991490           -3.037955           -5.601863           -6.674769           -6.990839           -1.293463            1.025503            0.363844            2.324133            1.056223           -1.508221            1.080106           -2.829213           -1.454496            1.034623            1.071139           -2.858354           -3.061605           -1.439589            1.055876           -2.849733            5.000000
 1016         5.0000000000000286E+009         1.2894067820686730E+000         1.2040897175155796E+000         3.4961057257016437E+000         5.0342344813318389E-002         3.4073433804752007E+000         5.9999999999999998E-002            0.132083            3.021039            2.155376            0.787177           -1.006278           -3.047306           -5.585960           -6.657411           -6.972928           -1.305079            0.997633            0.345123            2.305557            1.027635           -1.515729            1.055138           -2.834876           -1.463619            1.009690            1.046562           -2.863873           -3.064124           -1.448574            1.031000           -2.855679            5.000000
 1017         5.0000000000000286E+009         1.2894068281648958E+000         1.2040169827428535E+000         3.4968532992344366E+000         5.8461889504638521E-002         3.4021877262031235E+000         5.9999999999999998E-002            0.132083            3.021642            2.134603            0.762259           -1.019721           -3.055606           -5.571605           -6.641734           -6.956736           -1.315562            0.972557            0.328109            2.288754            1.001745           -1.522506            1.032453           -2.839920           -1.471843            0.987037            1.024228           -2.868788           -3.066339           -1.456674            1.008397           -2.860971            5.000000
 1018         5.0000000000000286E+009         1.2894068655504178E+000         1.2039644155171412E+000         3.4975271210249277E+000         6.6076583425858051E-002         3.3972492655501325E+000         5.9999999999999998E-002            0.132083            3.022589            2.116623            0.740623           -1.031060           -3.062120           -5.557941           -6.626876           -6.941383           -1.324158            0.950943            0.313546            2.274320            0.979254           -1.527784            1.012766           -2.843585           -1.478407            0.967379            1.004849           -2.872337           -3.067477           -1.463130            0.988779           -2.864851            5.000000
 1019         5.0000000000000286E+009         1.2894069069751910E+000         1.2039139555735205E+000         3.4976857225580447E+000         6.8305702323013195E-002         3.3956363385470607E+000         5.9999999999999998E-002            0.132083            3.023582            2.113385            0.736632           -1.032623           -3.062509           -5.553611           -6.622267           -6.936629           -1.325057            0.946983            0.311216            2.271869            0.975065           -1.527904            1.009211           -2.843316           -1.478829            0.963830            1.001362           -2.872041           -3.066616           -1.463525            0.985238           -2.864632            5.000000
 1020         5.0000000000000286E+009         1.2894069535317441E+000         1.2038696349711389E+000         3.4972614935480695E+000         6.3968800121611741E-002         3.3982603047189750E+000         5.9999999999999998E-002            0.132082            3.023865            2.125720            0.751374           -1.024330           -3.057286           -5.561017           -6.630424           -6.945076           -1.318501            0.961674            0.321526            2.281926            0.990338           -1.523429            1.022723           -2.839865           -1.473549            0.977324            1.014679           -2.868663           -3.064748           -1.458314            0.998707           -2.861048            5.000000
 1021         5.0000000000000286E+009         1.2894070279530310E+000         1.2038246856821782E+000         3.4966259826251420E+000         5.7665298793373079E-002         3.4020056172250621E+000         5.9999999999999998E-002            0.132082            3.024534            2.144678            0.773991           -1.011409           -3.048827           -5.571649           -6.642182           -6.957245           -1.308128            0.984333            0.337467            2.297450            1.013767           -1.516187            1.043454           -2.834122           -1.465090            0.998028            1.035110           -2.863029           -3.061392           -1.449959            1.019368           -2.855099            5.000000
 1022         5.0000000000000286E+009         1.2894070891718852E+000         1.2037815203787530E+000         3.4957482257548076E+000         4.8475476110384261E-002         3.4076689362504693E+000         5.9999999999999998E-002            0.132082            3.024488            2.169940            0.804190           -0.994680           -3.038027           -5.587534           -6.659616           -6.975257           -1.294828            1.014807            0.358376            2.318023            1.045117           -1.507242            1.070995           -2.827182           -1.454440            1.025532            1.062236           -2.856241           -3.057780           -1.439455            1.046813           -2.847863            5.000000
 1023         5.0000000000000286E+009         1.2894071554657336E+000         1.2037116769886205E+000         3.4954460040479827E+000         4.5711126118905786E-002         3.4091997626259696E+000         5.9999999999999998E-002            0.132084            3.025181            2.179579            0.815619           -0.987888           -3.033200           -5.591966           -6.664581           -6.980392           -1.289184            1.026392            0.366597            2.326007            1.056950           -1.503102            1.081479           -2.823712           -1.449709            1.036002            1.072572           -2.852823           -3.055462           -1.434774            1.057261           -2.844289            5.000000
 1024         5.0000000000000286E+009         1.2894072217491046E+000         1.2036646273953324E+000         3.4956560131254761E+000         4.8384956123954770E-002         3.4073492778234762E+000         5.9999999999999998E-002            0.132084            3.026078            2.174563            0.809535           -0.990716           -3.034640           -5.586944           -6.659188           -6.974838           -1.291201            1.020205            0.362757            2.322065            1.050584           -1.504068            1.076027           -2.824208           -1.451088            1.030560            1.067217           -2.853282           -3.055152           -1.436119            1.051832           -2.844857            5.000000
 1025         5.0000000000000286E+009         1.2894072934205079E+000         1.2036227094491960E+000         3.4958022546404055E+000         5.0929710813703469E-002         3.4053746349027572E+000         5.9999999999999998E-002            0.132083            3.027881            2.172541            0.806930           -0.991029           -3.033955           -5.581752           -6.653739           -6.969234           -1.290932            1.017543            0.361723            2.320723            1.047782           -1.503063            1.073836           -2.822868           -1.450373            1.028375            1.065089           -2.851917           -3.053251           -1.435379            1.049654           -2.843568            5.000000
 1026         5.0000000000000286E+009         1.2894073712910330E+000         1.2035803011313186E+000         3.4959565785504378E+000         5.3505191162701853E-002         3.4034014703374682E+000         5.9999999999999998E-002            0.132083            3.029588            2.170173            0.803918           -0.991625           -3.033494           -5.576544           -6.648260           -6.963600           -1.290914            1.014478            0.360366            2.319082            1.044564           -1.502270            1.071264           -2.821720           -1.449884            1.025809            1.062583           -2.850741           -3.051510           -1.434865            1.047098           -2.842472            5.000000
 1027         5.0000000000000286E+009         1.2894074598802152E+000         1.2035318316834511E+000         3.4960471683906076E+000         5.5952857446457081E-002         3.4012991150551106E+000         5.9999999999999998E-002            0.132084            3.032216            2.170804            0.804393           -0.989698           -3.030911           -5.571157           -6.642714           -6.957908           -1.288605            1.014933            0.361826            2.320045            1.044917           -1.499502            1.071962           -2.818735           -1.447297            1.026512            1.063314           -2.847741           -3.048175           -1.432262            1.047802           -2.839519            5.000000
 1028         5.0000000000000286E+009         1.2894075757643448E+000         1.2034641628387641E+000         3.4960994633260358E+000         5.8326244598874588E-002         3.3991112131227088E+000         5.9999999999999998E-002            0.132083            3.035416            2.173252            0.806977           -0.986237           -3.027039           -5.565641           -6.637108           -6.952161           -1.284905            1.017518            0.364994            2.322587            1.047429           -1.495530            1.074643           -2.814631           -1.443432            1.029193            1.066006           -2.843628           -3.043864           -1.428390            1.050484           -2.835433            5.000000
 1029         5.0000000000000286E+009         1.2894078480154443E+000         1.2033576165253717E+000         3.4955933042565883E+000         5.3714136120162063E-002         3.4016611859554486E+000         5.9999999999999998E-002            0.132084            3.036613            2.189338            0.826054           -0.974894           -3.019021           -5.573033           -6.645388           -6.960730           -1.275497            1.036822            0.378725            2.335912            1.067175           -1.488628            1.092151           -2.808861           -1.435546            1.046679            1.083269           -2.837945           -3.040012           -1.420588            1.067933           -2.829490            5.000000
 1030         5.0000000000000286E+009         1.2894080209862324E+000         1.2032430774971410E+000         3.4937509474666579E+000         3.2202623683405325E-002         3.4157632477300868E+000         5.9999999999999998E-002            0.132083            3.032380            2.238109            0.884541           -0.944932           -3.000612           -5.611791           -6.687384           -7.004008           -1.252388            1.096729            0.417490            2.375122            1.128188           -1.474762            1.144895           -2.798953           -1.418017            1.099344            1.135137           -2.828361           -3.037196           -1.403373            1.120466           -2.818925            5.000000
 1031         5.0000000000000286E+009         1.2894081788218203E+000         1.2030785346650765E+000         3.4919015187838292E+000         1.1106715039748326E-002         3.4294040684658360E+000         5.9999999999999998E-002            0.132084            3.028937            2.288941            0.944982           -0.913260           -2.979529           -5.649312           -6.728192           -7.046034           -1.227192            1.159513            0.457955            2.416376            1.191276           -1.458945            1.199317           -2.786827           -1.398436            1.153683            1.188659           -2.816566           -3.032297           -1.384117            1.174662           -2.806102            5.000000
 1032         5.0000000000000286E+009         1.2894083092119868E+000         1.2029472159307746E+000         3.4900628908368803E+000        -9.4923752471646212E-003         3.4426026576039548E+000         5.9999999999999998E-002            0.132084            3.027516            2.340989            1.006088           -0.881016           -2.956934           -5.685531           -6.767627           -7.086757           -1.201050            1.223494            0.498873            2.459280            1.255032           -1.442116            1.254336           -2.773390           -1.377827            1.208617            1.242779           -2.803459           -3.026067           -1.363835            1.229444           -2.791943            5.000000
 1033         5.0000000000000286E+009         1.2894084470211458E+000         1.2027567950904270E+000         3.4881655156067861E+000        -3.0221986537265662E-002         3.4556761769303357E+000         5.9999999999999998E-002            0.132084            3.029473            2.396949            1.070660           -0.846541           -2.931749           -5.721266           -6.806585           -7.127309           -1.172636            1.291236            0.542227            2.506284            1.322293           -1.423259            1.312644           -2.757791           -1.355053            1.266831            1.300170           -2.788198           -3.017889           -1.341400            1.287498           -2.775582            5.000000
 1034         5.0000000000000286E+009         1.2894086056787553E+000         1.2024386283173660E+000         3.4862422071513222E+000        -5.1093439750492714E-002         3.4687433833866863E+000         5.9999999999999998E-002            0.132084            3.033461            2.454948            1.136313           -0.811083           -2.905272           -5.756880           -6.845469           -7.167936           -1.143147            1.360502            0.586555            2.555496            1.390678           -1.403423            1.372015           -2.741112           -1.331238            1.326101            1.358644           -2.771862           -3.008716           -1.317929            1.346618           -2.758121            5.000000
 1035         5.0000000000000286E+009         1.2894088059480930E+000         1.2018260052547869E+000         3.4844060877516165E+000        -7.0804294771953741E-002         3.4808963282227214E+000         5.9999999999999998E-002            0.132084            3.039503            2.511322            1.198643           -0.776821           -2.879289           -5.789783           -6.881646           -7.205892           -1.114436            1.426709            0.629072            2.603829            1.455618           -1.383822            1.428493           -2.724422           -1.307869            1.382478            1.414310           -2.755493           -2.999106           -1.294883            1.402869           -2.740687            5.000000
