# BPmag  e_BPmag  RPmag  e_RPmag  Gmag  e_Gmag  GABS  e_GABS
1.548390960693359375e+01 1.785439333903562562e-03 1.352573776245117188e+01 8.297706455355097774e-04 1.450379276275634766e+01 4.522743469660681407e-04 8.194442351766200616e+00 4.522743469660681407e-04
1.570484924316406250e+01 3.777945071361186492e-03 1.369438076019287109e+01 1.419119650707973551e-03 1.469425964355468750e+01 4.120747102813921998e-04 8.345459267075101550e+00 4.120747102813921998e-04
2.043850517272949219e+01 9.367160219714397440e-02 1.719476509094238281e+01 1.636954883070143238e-02 1.852095985412597656e+01 2.154861498738215760e-03 1.215949616625887586e+01 2.154861498738215760e-03
1.888797187805175781e+01 3.413585386910981262e-02 1.580144882202148438e+01 3.809547951492240399e-03 1.707559394836425781e+01 1.210785448682987061e-03 1.075332288128908154e+01 1.210785448682987061e-03
1.750594139099121094e+01 6.192050497782855024e-03 1.484484577178955078e+01 3.187458452427102511e-03 1.603183364868164062e+01 1.084582732218954257e-03 9.627943772961618407e+00 1.084582732218954257e-03
1.775765037536621094e+01 1.774624747846300504e-02 1.496344757080078125e+01 2.587195251330610870e-03 1.618879890441894531e+01 1.194163468639417676e-03 9.823184132150698744e+00 1.194163468639417676e-03
7.520743846893310547e+00 9.044846723178767136e-04 7.320773124694824219e+00 5.307158174086642642e-04 7.459952354431152344e+00 3.911882746021960668e-04 1.198566077810701458e+00 3.911882746021960668e-04
1.315473461151123047e+01 1.871392641139265961e-03 1.194530868530273438e+01 1.257189173541757056e-03 1.262318420410156250e+01 4.821543382702428633e-04 6.281337125632514784e+00 4.821543382702428633e-04
1.807841491699218750e+01 2.592924611656053160e-02 1.529535579681396484e+01 6.696304922502483402e-03 1.652500534057617188e+01 2.302812708965806636e-03 1.021583905044450091e+01 2.302812708965806636e-03
1.908906936645507812e+01 2.260992512801781457e-02 1.611971282958984375e+01 6.169087985750809286e-03 1.737516593933105469e+01 1.290150971930485637e-03 1.104852960941301809e+01 1.290150971930485637e-03
1.915534400939941406e+01 4.128813400253266569e-02 1.622616386413574219e+01 4.985999666035338500e-03 1.747303581237792969e+01 1.433775649864265462e-03 1.107611980328490375e+01 1.433775649864265462e-03
1.748397827148437500e+01 1.193520935788104642e-02 1.465290355682373047e+01 2.064957244637934987e-03 1.588043117523193359e+01 6.805813907933398353e-04 9.589531238622642562e+00 6.805813907933398353e-04
1.715987014770507812e+01 8.328255386675713703e-03 1.465928649902343750e+01 1.911380581130150145e-03 1.580882263183593750e+01 8.522793401376044459e-04 9.499655065990609160e+00 8.522793401376044459e-04
1.103436565399169922e+01 9.340588532614989802e-04 1.027408409118652344e+01 6.256112938877996053e-04 1.073472213745117188e+01 4.345003933979489728e-04 4.351200026844487923e+00 4.345003933979489728e-04
2.031140518188476562e+01 9.613565396731517387e-02 1.694278526306152344e+01 7.121598191252615992e-03 1.826125144958496094e+01 2.349499314516661531e-03 1.199975031020963634e+01 2.349499314516661531e-03
1.203565979003906250e+01 4.534999398987979435e-03 1.103527545928955078e+01 2.854517131461892579e-03 1.163692665100097656e+01 9.469374829856143025e-04 5.267923824438486946e+00 9.469374829856143025e-04
1.702638816833496094e+01 6.675492573655283750e-03 1.461584568023681641e+01 2.424827564584943525e-03 1.573937416076660156e+01 8.045510704709966888e-04 9.352187258727353125e+00 8.045510704709966888e-04
1.865764236450195312e+01 4.381027260336280149e-02 1.569732570648193359e+01 6.546746580062538790e-03 1.696932601928710938e+01 2.013811946708049094e-03 1.066147228197815444e+01 2.013811946708049094e-03
1.343758392333984375e+01 9.139043411160168318e-04 1.210082626342773438e+01 6.691878188972959088e-04 1.283480262756347656e+01 2.844491747554558610e-04 6.600370152592299533e+00 2.844491747554558610e-04
1.679255485534667969e+01 8.111343405199781739e-03 1.438317489624023438e+01 2.329336629811530612e-03 1.551190662384033203e+01 9.328978123258888696e-04 9.157043491347607755e+00 9.328978123258888696e-04
2.024386596679687500e+01 7.862014234455204365e-02 1.700954055786132812e+01 9.421770388374453575e-03 1.830436897277832031e+01 1.834196138372543418e-03 1.197258564447540152e+01 1.834196138372543418e-03
1.964918518066406250e+01 5.014076231091969121e-02 1.650681877136230469e+01 9.265865692650091662e-03 1.778273773193359375e+01 1.322361320080355212e-03 1.146097941003708698e+01 1.322361320080355212e-03
1.929515838623046875e+01 3.859872271989096132e-02 1.631269073486328125e+01 4.775728314935389317e-03 1.756438446044921875e+01 1.408672829517127216e-03 1.115475838328534230e+01 1.408672829517127216e-03
